gene_combination_unordered,Type,LN_mean,Geo_mean,50_percentile,60_percentile,70_percentile,80_percentile,90_percentile,95_percentile,96_percentile,97_percentile,98_percentile,99_percentile,LN_mean_relative,Geo_mean_relative,50_percentile_relative,60_percentile_relative,70_percentile_relative,80_percentile_relative,90_percentile_relative,95_percentile_relative,96_percentile_relative,97_percentile_relative,98_percentile_relative,99_percentile_relative,Bootstrap_id,70_percentile_relative_95P,70_percentile_relative_5P,70_percentile_relative_fraction_greater_than_one,70_percentile_relative_bootstrap_median,70_percentile_relative_bootstrap_mean,70_percentile_relative_97.5P,70_percentile_relative_2.5P,LN_mean_relative_95P,LN_mean_relative_5P,LN_mean_relative_fraction_greater_than_one,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,90_percentile_relative_95P,90_percentile_relative_5P,90_percentile_relative_fraction_greater_than_one,90_percentile_relative_bootstrap_median,90_percentile_relative_bootstrap_mean,90_percentile_relative_97.5P,90_percentile_relative_2.5P,60_percentile_relative_95P,60_percentile_relative_5P,60_percentile_relative_fraction_greater_than_one,60_percentile_relative_bootstrap_median,60_percentile_relative_bootstrap_mean,60_percentile_relative_97.5P,60_percentile_relative_2.5P,98_percentile_relative_95P,98_percentile_relative_5P,98_percentile_relative_fraction_greater_than_one,98_percentile_relative_bootstrap_median,98_percentile_relative_bootstrap_mean,98_percentile_relative_97.5P,98_percentile_relative_2.5P,50_percentile_relative_95P,50_percentile_relative_5P,50_percentile_relative_fraction_greater_than_one,50_percentile_relative_bootstrap_median,50_percentile_relative_bootstrap_mean,50_percentile_relative_97.5P,50_percentile_relative_2.5P,Geo_mean_relative_95P,Geo_mean_relative_5P,Geo_mean_relative_fraction_greater_than_one,Geo_mean_relative_bootstrap_median,Geo_mean_relative_bootstrap_mean,Geo_mean_relative_97.5P,Geo_mean_relative_2.5P,96_percentile_relative_95P,96_percentile_relative_5P,96_percentile_relative_fraction_greater_than_one,96_percentile_relative_bootstrap_median,96_percentile_relative_bootstrap_mean,96_percentile_relative_97.5P,96_percentile_relative_2.5P,95_percentile_relative_95P,95_percentile_relative_5P,95_percentile_relative_fraction_greater_than_one,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,99_percentile_relative_95P,99_percentile_relative_5P,99_percentile_relative_fraction_greater_than_one,99_percentile_relative_bootstrap_median,99_percentile_relative_bootstrap_mean,99_percentile_relative_97.5P,99_percentile_relative_2.5P,97_percentile_relative_95P,97_percentile_relative_5P,97_percentile_relative_fraction_greater_than_one,97_percentile_relative_bootstrap_median,97_percentile_relative_bootstrap_mean,97_percentile_relative_97.5P,97_percentile_relative_2.5P,80_percentile_relative_95P,80_percentile_relative_5P,80_percentile_relative_fraction_greater_than_one,80_percentile_relative_bootstrap_median,80_percentile_relative_bootstrap_mean,80_percentile_relative_97.5P,80_percentile_relative_2.5P,70_percentile_relative_pvalue,70_percentile_relative_pvalue_FDR,70_percentile_relative_pvalue_twoside,70_percentile_relative_pvalue_twoside_FDR,LN_mean_relative_pvalue,LN_mean_relative_pvalue_FDR,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,90_percentile_relative_pvalue,90_percentile_relative_pvalue_FDR,90_percentile_relative_pvalue_twoside,90_percentile_relative_pvalue_twoside_FDR,60_percentile_relative_pvalue,60_percentile_relative_pvalue_FDR,60_percentile_relative_pvalue_twoside,60_percentile_relative_pvalue_twoside_FDR,98_percentile_relative_pvalue,98_percentile_relative_pvalue_FDR,98_percentile_relative_pvalue_twoside,98_percentile_relative_pvalue_twoside_FDR,50_percentile_relative_pvalue,50_percentile_relative_pvalue_FDR,50_percentile_relative_pvalue_twoside,50_percentile_relative_pvalue_twoside_FDR,Geo_mean_relative_pvalue,Geo_mean_relative_pvalue_FDR,Geo_mean_relative_pvalue_twoside,Geo_mean_relative_pvalue_twoside_FDR,96_percentile_relative_pvalue,96_percentile_relative_pvalue_FDR,96_percentile_relative_pvalue_twoside,96_percentile_relative_pvalue_twoside_FDR,95_percentile_relative_pvalue,95_percentile_relative_pvalue_FDR,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,99_percentile_relative_pvalue,99_percentile_relative_pvalue_FDR,99_percentile_relative_pvalue_twoside,99_percentile_relative_pvalue_twoside_FDR,97_percentile_relative_pvalue,97_percentile_relative_pvalue_FDR,97_percentile_relative_pvalue_twoside,97_percentile_relative_pvalue_twoside_FDR,80_percentile_relative_pvalue,80_percentile_relative_pvalue_FDR,80_percentile_relative_pvalue_twoside,80_percentile_relative_pvalue_twoside_FDR
Arid1a_Safe_Trp53,Experiment,539.1314510788739,306.93692018150585,224.0267723158414,286.4026912760831,378.5147801009373,614.1717847648731,1517.5018648157359,2865.078558914283,3559.530030127214,4259.587208721718,5641.118952771861,8469.148290266288,1.4493494856901936,1.260559761881471,1.2635684386234778,1.3132402232766216,1.3395217495794283,1.3922186823956813,1.5895470723977019,1.6110897937729851,1.7290190220989092,1.6299623825246987,1.7384070200919666,1.7513404589653239,Real,1.4957734623076686,1.197203431146996,1.0,1.316819694080193,1.3294055887735994,1.5114896040954287,1.1891392568499555,1.5553200105923746,1.228965652046204,1.0,1.4267640279943705,1.4165341156270244,1.5589949845940092,1.2189515665190744,1.8549110492283463,1.2494210764135385,1.0,1.51355818999131,1.526601902665227,1.8629393955819151,1.210358882820744,1.3988676508899625,1.221554902154576,1.0,1.2796208152523743,1.3009092579320714,1.400528957906288,1.210777451077288,1.9582975224501658,1.3996191875143602,1.0,1.6158114262841536,1.664450437632245,1.9858302757016975,1.3841064774598721,1.3267663117810296,1.169401064453315,1.0,1.2275210847582425,1.23947975382149,1.3362254207950286,1.164321334622233,1.323264245666048,1.1646991449885777,1.0,1.2380618586396088,1.243298504788116,1.3293778980989377,1.1506631490949903,1.8956139551354625,1.375325319433505,1.0,1.6539601315658037,1.6438294101511786,1.9401057231065766,1.3690561285613718,1.8686649225096867,1.2792759681831503,1.0,1.5688485309184699,1.574860756172915,1.8974520625335327,1.267288327260727,1.8671705382149604,1.1399666453003308,1.0,1.6661451844777415,1.576665797209883,1.874943821337757,1.1281676582942994,1.8150801566848451,1.3635013084359426,1.0,1.6116439219139074,1.5869437431148428,1.838256133014544,1.3368817138350622,1.6206199493836213,1.158668316445181,1.0,1.332766533924604,1.3750949882052095,1.6287341940360476,1.1549566631191879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Safe_Tsc2,Experiment,624.0020035059442,304.22785535465914,198.378960494247,260.53153380454836,409.16034418041767,872.0263137764858,2114.054160901366,3674.8298919886006,4404.509042470114,5198.544700326992,6508.094900922622,9944.835218459713,1.6775073704959558,1.2494338989157776,1.1189082035876796,1.1946133889303199,1.4479729957940337,1.9767292404112056,2.214421398921302,2.06642882946926,2.139462191070575,1.989261374448762,2.0055804456364865,2.056498679548346,Real,1.7306095132250479,1.2015122941227367,1.0,1.4820895455226129,1.4646902768825536,1.7640911009407343,1.1786694522556664,2.1093530634078737,1.5393168605190095,1.0,1.6563723137771502,1.73752805286825,2.1230782799731274,1.5384749005337455,3.209572545569732,1.7431021202381105,1.0,2.215068046319142,2.324085493969898,3.3981645543749144,1.7428797660357673,1.391903494828929,1.0816223926499,1.0,1.2052161624601188,1.226780351034283,1.4033958896219538,1.0635800241565374,3.272701843982689,1.6026350613970675,1.0,2.0023059568107273,2.191961709091432,3.5257314529647967,1.5563560588153191,1.2127608023645584,1.0312869100381055,1.0,1.1132930516910244,1.117367085292268,1.213433644629463,1.0199891903330331,1.3865712748527317,1.1681432589430323,1.0,1.2270274502003276,1.2646819604333457,1.396317198183834,1.1633831592071047,3.170291324268181,1.7564970749906044,1.0,2.12533952133106,2.2611869187656395,3.303502705861855,1.7526053828320702,3.0607074412608064,1.8470965776235522,1.0,2.1367586631216593,2.288489862448747,3.246973580537956,1.8085485619815707,2.770685895817244,1.3739799425159056,1.0,1.9659992713085255,2.039841027611712,2.8335212795382865,1.2908547409441835,2.662796340565438,1.7094957557019275,1.0,1.969748455905097,2.0999877952353008,2.742894669590182,1.6670492932833192,2.499583616455648,1.604598729854499,1.0,1.9624224881546382,1.9893938766464188,2.589460015780348,1.5420172185139842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Shp2_Skp2,Experiment,213.63415486321497,139.84973034877964,115.92489884984316,137.50114584288204,172.0912274069507,227.34161867232496,455.2590266875981,885.9855998372993,1067.2944709884302,1403.751998312541,2027.215813916647,2832.2226224039227,0.574313651813946,0.5743490964964327,0.6538461538461539,0.6304830260600869,0.609011732545709,0.5153431933100878,0.4768729909546236,0.49820705714562363,0.5184314858706324,0.5371560293350475,0.6247211292047846,0.5856770831505774,Real,0.6276918278612281,0.5507973016710447,0.0,0.5913878825728134,0.589507473119448,0.6344911273061057,0.5472776891405908,0.6426383953241024,0.5602859203509525,0.0,0.5850149937019415,0.5954739200171403,0.6441331146026715,0.5602657831181787,0.5636905161626292,0.4429430864059997,0.0,0.4957823815323942,0.4955813510346066,0.569291181865523,0.4403526098962012,0.6680847458310005,0.5881442310523711,0.0,0.626368719036424,0.6300845307158592,0.6686284944665132,0.5875846048515485,0.7932222222222237,0.5157775525642112,0.0,0.630615117609548,0.6430634113146797,0.8031767676767684,0.4999392890425478,0.6826395114082874,0.6168166316084926,0.0,0.642701499559488,0.6456863146188799,0.6877875551093088,0.6150561920297922,0.6046482015033121,0.5560314713142226,0.0,0.5738197501035197,0.5776093002581976,0.6073373520230949,0.554381532975406,0.6405785382595235,0.43092458169647296,0.0,0.5472235166200532,0.5356831355709352,0.6472781280103992,0.43004947555797046,0.6215987458752962,0.42862758890539615,0.0,0.5211623113473298,0.5315471250472216,0.6241377620568255,0.42212674487814433,0.9179305826008193,0.48855784009826897,0.0,0.6553742215407876,0.6986934990231675,0.9200747981442849,0.47804258698480506,0.7121265739791752,0.44595098971490055,0.0,0.5936102331643907,0.5844450900092445,0.7136199552174229,0.44503139103417527,0.5468244084682441,0.48781671303118646,0.0,0.5275152561836487,0.5228991658029185,0.5473848069738482,0.48361735924369265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Shp2_Sos2,Experiment,224.03986429005556,155.281423517902,126.2143348887019,149.71081000659623,186.57180526878778,252.1947165197274,463.4992917328168,999.0137710895553,1121.9218048731807,1443.768020645808,1942.6661651733637,2754.733787102026,0.6022873668992984,0.6377255435370612,0.7118812114222501,0.6864679123090507,0.6602568886456546,0.5716807653003219,0.4855044723927034,0.561765011794637,0.5449663650861074,0.5524684546724001,0.5986657128676744,0.5696531185521201,Real,0.7185442176928819,0.6053705007143593,0.0,0.6559936173355141,0.6599944829728359,0.7228119289500484,0.5981800041671401,0.6677523673551535,0.5671579937306769,0.0,0.6205138911373742,0.6112981386856005,0.6732262875170515,0.5651266292249446,0.5529159071826851,0.45122315168505295,0.0,0.4920297170210617,0.49370671781558445,0.5595461888854603,0.4506115758425265,0.7349517793631533,0.6507789346338716,0.0,0.6833597436739661,0.6905383301826225,0.7362330811285253,0.6468180387455071,0.7206312773137895,0.47265489516508696,0.0,0.6153004817193675,0.6011770362767328,0.7328913962326523,0.46124807222728575,0.7565550058424285,0.667418043461767,0.0,0.6858127993147058,0.699022732912257,0.7575878477488004,0.666377129613264,0.6801831844190114,0.6145806580213867,0.0,0.6355148765109424,0.6402258152597924,0.6851155141585743,0.6133943260982985,0.6549603292101248,0.4455141306541354,0.0,0.5850881358239897,0.5732716066218179,0.6603693525980908,0.43527219717964166,0.678546794899091,0.4614079494571928,0.0,0.5979798603432285,0.5873046397820993,0.6817655586607652,0.44801835216070285,1.089858235691568,0.3609673185504597,0.2,0.5396854250015246,0.6286227366774131,1.0991116273514874,0.3428792083267052,0.6441627869145115,0.4404430892393596,0.0,0.587078507074881,0.5664442850904935,0.6453448980611508,0.42231452025372207,0.6501972665059602,0.5178150205441538,0.0,0.5860273240534881,0.5848592676461886,0.6543391249396171,0.5122125351645413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22080924855491332,0.4,0.44161849710982665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Skp2_Sos2,Experiment,245.25861585756627,172.148189930236,136.40497120339495,156.86882948002972,190.93512751738874,271.5145669068088,508.23035427891955,1045.5922517731092,1287.9842737941176,1607.2646269945874,2079.9633517357593,3920.952743229644,0.6593298314222232,0.7069956953319941,0.7693590132207894,0.7192895280893602,0.6756982012698702,0.6154754450905722,0.5323591953844473,0.5879570038449922,0.6256301508080521,0.6150316339103555,0.6409761826445378,0.8108162641102179,Real,0.6825367026277736,0.6242992847112644,0.0,0.6600033896734898,0.6569529062964735,0.684761191343524,0.6223206555155436,0.6750178371518331,0.615065801631073,0.0,0.641315300163519,0.6441933072474262,0.6811931131443257,0.6097808118934736,0.5805847741082438,0.470678269597996,0.0,0.505658843776833,0.517028355460075,0.5842915205373764,0.4703713279400334,0.7524331225241061,0.6904261944810656,0.0,0.7165178571428572,0.7197809904463301,0.753480661919682,0.6865096376778652,0.7243861414290698,0.4825485268578201,0.0,0.5800257772389715,0.5996413418701992,0.7337940440372236,0.4606674372680702,0.7963412524454002,0.7484154616162444,0.0,0.7673364594845626,0.767997730094986,0.7976267328013662,0.7478183847060722,0.7169101972810485,0.682899359152095,0.0,0.6983162948527646,0.6979181926126732,0.7196261159664527,0.6804814294505227,0.6672832922110516,0.5222127757352941,0.0,0.6054912180008256,0.5984651550308617,0.6710756205373215,0.5208720128676471,0.6568820071577173,0.5160020789601423,0.0,0.5687276629785544,0.5788457284220115,0.6575307643375988,0.5138706980388783,0.8205532780573067,0.4305169010436545,0.0,0.7018834672464289,0.6615613293359832,0.829908207299716,0.3969061415430351,0.6895046025323771,0.48955515595753013,0.0,0.5614750459399601,0.5784156764385443,0.6920781170134381,0.4880811494073365,0.6550051587605132,0.5551471833519714,0.0,0.5910365610905828,0.5963485445513208,0.66083591271359,0.5503008644032584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Tet2_Trp53,Experiment,636.4089030853621,345.1351276365767,245.52894816611092,313.9717425431711,439.56043956043953,799.1481569914366,1767.3286818201705,3519.5048310411457,3908.1084290711974,5646.192421483024,7180.357684146707,11333.252500757799,1.7108608939983503,1.417436045338636,1.3848462237974208,1.439652397967449,1.5555555555555556,1.8115273637838862,1.8512347149522994,1.9790865052488587,1.8983387573914332,2.1605570682223854,2.212749688385581,2.3436103556079066,Real,1.7035952161303471,1.2893962066321412,1.0,1.548194829746952,1.5128143497654656,1.718702350001853,1.2681801586428751,1.9524706312863973,1.5010799437095874,1.0,1.6248384924277073,1.6857520203190675,1.9878544934772757,1.4951886247994253,2.153300459273026,1.5118651715654907,1.0,1.7740727723411285,1.7860558422006942,2.176424840705833,1.5104091263339896,1.657450527584099,1.301885068541147,1.0,1.4790770829098512,1.4717444967543305,1.6760253865565078,1.3013748598645432,2.546191095686431,1.7035149452470548,1.0,2.1632561417397347,2.130918993051357,2.5889729575389313,1.6965896768475583,1.5220694998147117,1.2861613877282063,1.0,1.4051520275978278,1.4010525147898187,1.5404248257132127,1.2749023885580077,1.5520981056862337,1.2898219052624158,1.0,1.3916882166745912,1.4101376754100818,1.5656568952225258,1.2864483522743757,2.370929686163176,1.686518870459242,1.0,2.0079639968051746,2.0174602981686203,2.390142813099244,1.6852906852296208,2.2583592794316725,1.5192397767140462,1.0,1.8638474752436962,1.8846578839466097,2.271618452276728,1.5121401866179949,3.0085838526025714,1.7627591993741927,1.0,2.2945380934162944,2.296690821722894,3.057215749522875,1.7243366824014617,2.5567060140517017,1.7110226366250716,1.0,2.1292382954752336,2.114890238039975,2.659520220493806,1.6492812331923796,2.226282209323703,1.3727442921026025,1.0,1.658777672048838,1.7124640180809165,2.2470793090116663,1.3338784861387685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Tet2_Tsc2,Experiment,635.5764236958203,313.1654568470733,206.55667822823975,275.0022916857641,412.43323843244815,834.3491131620186,2176.6383612290147,3794.494703823249,4316.070584096558,5649.906107926467,6573.5487942874015,8489.194109152913,1.7086229359406897,1.286139749754467,1.1650326284580999,1.2609660521201738,1.4595554048970527,1.8913216982592767,2.279976858664506,2.1337186971138054,2.096503773661883,2.1619781376609706,2.0257511792569454,1.7554857463597584,Real,1.6405188942877238,1.3111443307151742,1.0,1.4297567700723226,1.4558619189343378,1.6437888589085676,1.3094500734589465,1.9419430560161293,1.6642862894136774,1.0,1.7333569290722237,1.75828092096795,1.9632384683405126,1.6625657908521765,2.97629674001394,2.274915242151967,1.0,2.338117088085916,2.475552867084853,3.057903802857371,2.271454278797108,1.3370374248572754,1.1685642703672094,1.0,1.2859260411485063,1.2575157033527349,1.3511117933033026,1.1665571325070632,2.4408769140017252,1.7249703836077088,1.0,2.0858404255405167,2.077548279634601,2.443835584075688,1.713598206977492,1.2354652159731077,1.0990446294428478,1.0,1.1251685753272676,1.1442291036526555,1.2384222631589674,1.0954216939229198,1.3675765006517815,1.2422528939681021,1.0,1.278112678084835,1.2897979637904389,1.3730486695980246,1.2393041974454357,2.7055553693365453,1.8447626146595362,1.0,2.4050797633884544,2.3331071689702347,2.7337158045196777,1.801075061754615,2.6692152851618283,1.9725900855083174,1.0,2.275922533458193,2.2909849609142223,2.731304702323316,1.9672697796487668,2.1079635076830074,1.3361560218968445,1.0,1.711970007625753,1.7250095942927843,2.14226566132908,1.2977071704107976,2.770840676798792,1.9365232925329618,1.0,2.2172827386943688,2.2925026431297613,2.8162239098279676,1.918982136974305,2.24854058109939,1.6401000166910702,1.0,1.802386959816134,1.8796880017585977,2.2679564564179393,1.6368368921123768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arid1a_Trp53_Tsc2,Experiment,1055.0565563598489,431.21253017790923,281.85701279972784,375.83646530387756,598.6984207575948,1183.1070596441273,3419.241298695465,7073.589483189123,8640.905505397028,10685.959870106966,13511.080370342223,22203.880254990876,2.8363132484187106,1.7709474768950393,1.589745823219388,1.7233202712309041,2.1187271890143773,2.6818942070765446,3.5815738498763876,3.9776179212427905,4.197264768252762,4.089061159207923,4.163669860797488,4.591554251243856,Real,2.26821420872502,1.742956984908187,1.0,1.9177515139419035,1.9660825102356938,2.3098388345767615,1.7392766306801215,3.11482936949984,2.296890281009255,1.0,2.667061550878687,2.6894365356777157,3.1370175733339183,2.2625630998969255,4.616569011543323,2.8510956863937724,1.0,3.9697985655153953,3.7082326656640183,4.774096471583628,2.7930571120435403,1.8557627311306455,1.5521144928853936,1.0,1.6923022155491998,1.6937243779497764,1.8785747575022733,1.5393431490657818,5.3375342105788075,3.5852001753712686,1.0,3.866980279309205,4.150853453793,5.682220865069279,3.5610279515593213,1.6347343111101396,1.431669056058791,1.0,1.5352964055061809,1.5372815738583714,1.6420507304271545,1.4310174201443968,1.851439783707483,1.5808246881905623,1.0,1.7064841775515451,1.717520695406079,1.8657659213174422,1.57361049346327,4.541218912792714,3.7437043647656942,1.0,3.957107132489155,4.055161889812494,4.570086713903006,3.7290732483146556,4.381658080830957,3.45987854351345,1.0,4.034975112306865,3.990911164051871,4.430481513888613,3.3833120883082115,4.436022263078941,2.9293599603187386,1.0,3.8710486542178146,3.7870389040438335,4.486819134755198,2.9133201168318,5.1649929875702405,3.586278007956154,1.0,3.941890767296782,4.136775535313546,5.320980465541054,3.574464706374162,3.082831197904649,2.042106306736011,1.0,2.4238540969171947,2.4900759507006085,3.1725800814946035,1.9885517017863192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keap1_Lkb1_Mga,Experiment,634.7161671875181,290.84142500115064,184.18188195170904,251.1773940345369,372.3104901535015,695.549393099059,1942.5898914098902,3959.4481228212217,5498.568707128818,7321.592251097068,9255.580306405425,16484.19197540363,1.7063103045307164,1.1944571452268342,1.0388330403312163,1.151721918373959,1.3175654568210027,1.576687310655616,2.034816659111588,2.2264752356627167,2.6708946991532354,2.801661138674952,2.852264934383996,3.4087763433137606,Real,1.4494622942314501,1.1767119088520523,1.0,1.3158162441963215,1.3213795299232383,1.46622468733967,1.1375622543042052,1.8521936035095765,1.5314043750894721,1.0,1.6638539936140506,1.6732837832590026,1.877412070370157,1.518959377982052,2.237450163560002,1.6275552644848732,1.0,1.8878243389216163,1.94936415013833,2.238875699503887,1.6137286137003826,1.251675419937965,1.039595328495218,1.0,1.1583715519972686,1.1539818292373782,1.2648218859674445,1.0285206901523525,3.2311390762704257,2.2278776496491752,1.0,2.855629611317494,2.798588052919789,3.2734709980471974,2.111497448873872,1.1038605712420924,0.9810784315549693,0.9,1.0534801958641138,1.0465625276683217,1.1161268953162917,0.9682931970606621,1.248157627706211,1.1192673332552405,1.0,1.1892441861653027,1.1874750825165354,1.259770447222408,1.1103063937093227,3.1241139068513424,2.0227800545973196,1.0,2.6224847106888216,2.6049060752760376,3.256649484846563,1.8217720528133605,2.8425340940201447,1.7635579941999897,1.0,2.3231300468322162,2.3107490352335955,2.9287632075770627,1.7350135372818036,3.7508569736291366,2.1915947156743094,1.0,2.7824423181319595,2.9183489513663288,3.9186330827332667,2.078890934881639,3.5482555591077776,2.1956506179852866,1.0,2.907167253535846,2.8596503933960684,3.656359421454958,2.0325410033317017,1.8856939167356679,1.4439968631658224,1.0,1.5459830866807611,1.5948086543930724,1.8925160446189013,1.4389117279788706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.1123529411764706,0.19999999999999996,0.2247058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keap1_Lkb1_Rb1,Experiment,1144.6779719301758,377.18023996815043,217.74733864363878,318.2461103253182,579.6244942492158,1350.0784929356357,3621.1282358222356,8618.006248713165,9771.060900793056,12835.17758731128,21892.450087967565,34279.416291759044,3.0772428998121653,1.5490421719208218,1.228150822601057,1.4592516261575998,2.0512266824263916,3.0603888801000156,3.7930456096848437,4.846073719959377,4.746230547450757,4.911475130149937,6.7465318917331745,7.088661882384523,Real,2.3797231034091495,1.6832312172758583,1.0,1.9617112759403739,2.01157260289548,2.3868312486742718,1.647750615229872,3.784572261935273,2.698985367220042,1.0,3.135812090527134,3.162379843442128,3.8655176371691726,2.694905718339076,4.421957351633775,3.104770617535548,1.0,3.6741871901947674,3.7334404608787053,4.505412249447332,3.0245941270648102,1.7204166666666665,1.3526149505299263,1.0,1.4714799540662282,1.505529378967843,1.7560416666666665,1.3301536291111171,12.162367711208573,4.674926683472197,1.0,6.3626797571475535,7.318734267204439,13.9719944426061,4.193696686019981,1.2983385367140827,1.167461041068279,1.0,1.2480260622519386,1.241940957868306,1.305840665369844,1.143073225201606,1.6710894996430765,1.43838032910548,1.0,1.5759535264183167,1.5647358207040414,1.6756376733475722,1.4181410152878473,6.672363695794556,3.6250824985047045,1.0,4.80975011900707,4.89044026507148,7.040816978213363,3.5801694543805573,6.7536185387033285,3.1993819959780683,1.0,4.623626559454804,4.713677503522219,7.255338220261253,3.0865176708866966,14.527866441207486,5.569416916848792,1.0,7.439043468263089,8.591197580863627,16.38561063978041,5.266873529169538,10.126437159785135,3.6215779896222653,1.0,5.1756286534631855,5.793511486275982,11.839777495311315,3.5227137959988926,3.5518792888907904,2.4116185244554615,1.0,2.7776413462841383,2.881288449593794,3.586337774860718,2.387442663312483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
