gene_combination_unordered,gene_a,gene_b,ko_a_in_wt,ko_a_in_wt_bootstrap_median,ko_a_in_wt_bootstrap_mean,ko_a_in_wt_97.5P,ko_a_in_wt_2.5P,ko_a_in_wt_pvalue_twoside,ko_b_in_wt,ko_b_in_wt_bootstrap_median,ko_b_in_wt_bootstrap_mean,ko_b_in_wt_97.5P,ko_b_in_wt_2.5P,ko_b_in_wt_pvalue_twoside,ko_a_in_b_ko,ko_a_in_b_ko_bootstrap_median,ko_a_in_b_ko_bootstrap_mean,ko_a_in_b_ko_97.5P,ko_a_in_b_ko_2.5P,ko_a_in_b_ko_pvalue_twoside,ko_b_in_a_ko,ko_b_in_a_ko_bootstrap_median,ko_b_in_a_ko_bootstrap_mean,ko_b_in_a_ko_97.5P,ko_b_in_a_ko_2.5P,ko_b_in_a_ko_pvalue_twoside,observed_double_ko,observed_double_ko_bootstrap_median,observed_double_ko_bootstrap_mean,observed_double_ko_97.5P,observed_double_ko_2.5P,observed_double_ko_pvalue_twoside,expected_double_ko,expected_double_ko_bootstrap_median,expected_double_ko_bootstrap_mean,expected_double_ko_97.5P,expected_double_ko_2.5P,expected_double_ko_pvalue_twoside,epistasis,epistasis_bootstrap_median,epistasis_bootstrap_mean,epistasis_97.5P,epistasis_2.5P,epistasis_pvalue_twoside,epistasis_pvalue_twoside_FDR,Mouse_genotype
Rb1_Safe_Tet2,Rb1,Tet2,0.5008684683018451,0.4556530599288915,0.4748852570451421,0.9989266670328689,0.06804463428153033,0.018000000000000016,0.09326431117608285,0.0888381635122969,0.08946312556949153,0.31409235002987307,-0.14521672314912737,0.4139999999999999,0.7226979904050814,0.7080576767286688,0.709672507917793,1.1174310940987802,0.3217454011086759,0.0,0.31509383327931917,0.3281420878659034,0.3242503764421424,0.6870956562808704,-0.07133979142520923,0.09800000000000009,0.8159623015811642,0.7983055593895703,0.7991356334872847,1.125483124173091,0.4764832037507057,0.0,0.5941327794779279,0.5539060345944489,0.5643483826146337,1.037713254824901,0.10801240745730896,0.014000000000000012,0.22182952210323637,0.23546783054712955,0.23478725087265093,0.6228625799733399,-0.1479322482767861,0.252,0.6569999999999999,KTCas12a
Rb1_Safe_Trp53,Rb1,Trp53,0.5008684683018451,0.4556530599288915,0.4748852570451421,0.9989266670328689,0.06804463428153033,0.018000000000000016,0.21372413288620049,0.19821000506328007,0.2098866834574598,0.4780082930832158,-0.020251775010092524,0.08000000000000007,1.3852439136562555,1.3951688018762836,1.393226301411973,1.7619657550648524,1.0131439320555242,0.0,1.0980995782406109,1.1327902929989722,1.1282277278242907,1.5579519385916023,0.6817729884724911,0.0,1.598968046542456,1.593202785652343,1.6031129848694328,1.930723420368075,1.301597728640237,0.0,0.7145926011880456,0.6623179306887799,0.6847719405026019,1.33392425553551,0.1561845228909129,0.008000000000000007,0.8843754453544105,0.9221651606579462,0.9183410443668308,1.4470657207344197,0.3661133759204465,0.0040000000000000036,0.07200000000000006,KTCas12a
Rb1_Safe_Tsc2,Rb1,Tsc2,0.5008684683018451,0.4556530599288915,0.4748852570451421,0.9989266670328689,0.06804463428153033,0.018000000000000016,0.6547368562680672,0.6589732056945357,0.6596198753988829,0.9233493421864847,0.41644536901167817,0.0,1.6641436144272506,1.646330599600664,1.6528604612074131,2.1255790131080814,1.1783224581058518,0.0,1.818012002393473,1.8539220020612444,1.837595079561154,2.387277895025883,1.2672339514341124,0.0,2.318880470695318,2.3105160935454823,2.3124803366062965,2.740841068002132,1.8657790488729173,0.0,1.1556053245699123,1.125787553303312,1.1345051324440252,1.7047454015461143,0.6121307408080162,0.0,1.1632751461254056,1.1756269062980562,1.177975204162271,1.7876608759579946,0.5604485071061569,0.0,0.0,KTCas12a
Rbm10_Safe_Tet2,Rbm10,Tet2,0.26889425075962287,0.2691662648206865,0.26734365361504175,0.4733141319048472,0.051416641701984754,0.008000000000000007,0.09326431117608285,0.0888381635122969,0.08946312556949153,0.31409235002987307,-0.14521672314912737,0.4139999999999999,0.24990913938373632,0.24141516704371557,0.2462736106470716,0.5030199073198054,-0.01854190094399991,0.06400000000000006,0.07427919980019632,0.07064946603360545,0.06839308260152133,0.3175062817130472,-0.19915693550335656,0.5860000000000001,0.3431734505598192,0.3357049983526374,0.33573673621656314,0.496252539292211,0.17403971999328924,0.0,0.3621585619357057,0.3585498569623995,0.3568067791845333,0.6786116666361494,0.04278347768397564,0.02200000000000002,-0.018985111375886543,-0.02169737056365123,-0.02107004296797019,0.2990950437135482,-0.3649798732224661,0.9,0.9648,KTCas12a
Rbm10_Safe_Trp53,Rbm10,Trp53,0.26889425075962287,0.2691662648206865,0.26734365361504175,0.4733141319048472,0.051416641701984754,0.008000000000000007,0.21372413288620049,0.19821000506328007,0.2098866834574598,0.4780082930832158,-0.020251775010092524,0.08000000000000007,0.3105798362533475,0.3130011223011606,0.3145140698589555,0.6107586984741125,0.0070378638981424355,0.04200000000000004,0.25540971837992515,0.25463926759346256,0.2570570997013735,0.5256655303958713,-0.017645934862419183,0.06000000000000005,0.524303969139548,0.5168839200103963,0.5244007533164153,0.7587419538766474,0.3200562096615116,0.0,0.4826183836458233,0.47640134456017336,0.4772303370725016,0.8331574485869362,0.13810166418761438,0.008000000000000007,0.0416855854937247,0.043179941303046115,0.04717041624391372,0.3924078365474976,-0.3169978486660499,0.77,0.9648,KTCas12a
Rbm10_Safe_Tsc2,Rbm10,Tsc2,0.26889425075962287,0.2691662648206865,0.26734365361504175,0.4733141319048472,0.051416641701984754,0.008000000000000007,0.6547368562680672,0.6589732056945357,0.6596198753988829,0.9233493421864847,0.41644536901167817,0.0,0.06327671561211401,0.05676159887582155,0.05988542253798466,0.3481273356962985,-0.23357211153044588,0.704,0.44911932112055836,0.45299451318465167,0.4521616443218258,0.7618511128310452,0.13869170532847386,0.006000000000000005,0.7180135718801812,0.7158960008656979,0.7195052979368675,0.9683004654497939,0.49789220812994184,0.0,0.9236311070276901,0.9273897294737355,0.9269635290139246,1.2889116510629137,0.5701022009383772,0.0,-0.2056175351475089,-0.21305079373435254,-0.20745823107705713,0.16770925239919407,-0.5949444586266801,0.274,0.6569999999999999,KTCas12a
Safe_Tet2_Trp53,Tet2,Trp53,0.09326431117608285,0.0888381635122969,0.08946312556949153,0.31409235002987307,-0.14521672314912737,0.4139999999999999,0.21372413288620049,0.19821000506328007,0.2098866834574598,0.4780082930832158,-0.020251775010092524,0.08000000000000007,0.4332399721713651,0.4450422150488185,0.4368523496429809,0.7237963136645894,0.11071484130039898,0.014000000000000012,0.5536997938814828,0.5508185221249324,0.5572759075309494,0.8100958738641693,0.2972444998022074,0.0,0.6469641050575656,0.6421569352587002,0.6467390331004408,0.8237623776284905,0.4689683794855067,0.0,0.3069884440622833,0.295494058912936,0.29934980902695135,0.6240321382674441,-0.0554497758076373,0.09600000000000009,0.3399756609952823,0.34906511421820213,0.34738922407348943,0.688721263650136,-0.01028924014324077,0.06000000000000005,0.536,KTCas12a
Safe_Tet2_Tsc2,Tet2,Tsc2,0.09326431117608285,0.0888381635122969,0.08946312556949153,0.31409235002987307,-0.14521672314912737,0.4139999999999999,0.6547368562680672,0.6589732056945357,0.6596198753988829,0.9233493421864847,0.41644536901167817,0.0,0.06168747898379712,0.060767467858584334,0.058072123740956785,0.3906073547233471,-0.25675218448893944,0.692,0.6231600240757815,0.6226791591139456,0.6282288735703482,0.9627221843711826,0.29941727648869687,0.0,0.7164243352518643,0.7157456042642822,0.7176919991398397,0.9897946875628425,0.4697943705134338,0.0,0.74800116744415,0.740574318088979,0.7490830009683743,1.1137226627899108,0.3828786802273936,0.0,-0.031576832192285686,-0.028176514708042055,-0.03139100182853473,0.3801030936376729,-0.44152372514031213,0.884,0.9648,KTCas12a
Safe_Trp53_Tsc2,Trp53,Tsc2,0.21372413288620049,0.19821000506328007,0.2098866834574598,0.4780082930832158,-0.020251775010092524,0.08000000000000007,0.6547368562680672,0.6589732056945357,0.6596198753988829,0.9233493421864847,0.41644536901167817,0.0,0.3582748252785969,0.36998354975857023,0.36306736332553863,0.681407606322619,0.0637859142320761,0.018000000000000016,0.7992875486604636,0.8148183108197787,0.8128005552669617,1.1429858483840998,0.47639798294474717,0.0,1.013011681546664,1.019325343398118,1.0226872387244217,1.2807714174765559,0.7924921881839329,0.0,0.8684609891542677,0.8633046316503492,0.8695065588563428,1.2697805967529514,0.4665427150971346,0.0,0.14455069239239637,0.1568851765603521,0.15318067986807882,0.5506460184254259,-0.24797635496985876,0.482,0.8262857142857143,KTCas12a
Arid1a_Keap1_Safe,Arid1a,Keap1,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,0.11353573103024064,0.12016826261397914,0.11528294087166316,0.38933305711929606,-0.1643638568638971,0.43399999999999994,0.043682794067400416,0.040767139288985926,0.038469622371664985,0.38677689138950444,-0.2783535891693023,0.8360000000000001,0.1520046329930998,0.14840168757685035,0.15096319417584356,0.3321230250124301,-0.020802605550660377,0.09600000000000009,0.14679074088855854,0.1311578704745967,0.14817382510835908,0.6546486888711885,-0.2985089205315489,0.5860000000000001,0.005213892104541262,0.01249226521839359,0.002789369067484553,0.42016357579481367,-0.4127041817156854,0.962,0.9759999999999999,KT
Arid1a_Lkb1_Safe,Arid1a,Lkb1,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,-0.06368845760729619,-0.055885635963654846,-0.05357969682857562,0.2762807017167075,-0.3389128229979173,0.694,-0.08907672282130749,-0.09688319572535323,-0.09361685146299757,0.22914572619150003,-0.4068634832273133,0.534,0.019245116104391887,0.016037908026999555,0.01887672034118104,0.23801745617576817,-0.17845946786540753,0.8859999999999999,0.19125541263738746,0.1825596683908294,0.18494998897393528,0.6185299123786512,-0.23850633120241366,0.3999999999999999,-0.17201029653299557,-0.16707720452437397,-0.16607326863275423,0.22101826083693288,-0.5548707116498344,0.412,0.9759999999999999,KT
Arid1a_Mga_Safe,Arid1a,Mga,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,-0.2017543987567788,-0.208091204705083,-0.20353747924340715,0.14183893015714719,-0.5519525199146119,0.262,-0.1928565218236924,-0.20375951229814596,-0.19731946506187742,0.1928836073684549,-0.5848468324467094,0.346,-0.084534682897993,-0.08616963766763897,-0.08482589325769879,0.09562374825862649,-0.24152829794239125,0.288,0.22554155478448518,0.23640010976823883,0.23120515778988696,0.698273062410729,-0.2739375565520242,0.3540000000000001,-0.31007623768247816,-0.31485018400142917,-0.3160310510475858,0.22609964800757693,-0.794800433617181,0.272,0.8759999999999999,KT
Arid1a_Rb1_Safe,Arid1a,Rb1,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.22098440514342912,-0.21043423946838363,-0.21313600976556252,0.1640545296110072,-0.5746400496587843,0.268,-0.12481227383969475,-0.1326391795059611,-0.13412337935574242,0.18780635803265455,-0.4940901526922941,0.462,-0.016490434913995367,-0.023590811992571903,-0.02162980755156385,0.15157569635412743,-0.17354397550199063,0.788,0.31281580915513313,0.3096792680758977,0.3039997740181773,0.8829814923154929,-0.21612162765559662,0.31000000000000005,-0.3293062440691285,-0.32215912573060645,-0.3256295815697411,0.1920813222188389,-0.9100555584785379,0.272,0.8759999999999999,KT
Arid1a_Rbm10_Safe,Arid1a,Rbm10,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.15124844485167835,0.1487805822650109,0.1464719507193316,0.3910492307776812,-0.09770032807413684,0.252,0.0020735838104697507,-0.007412636278275372,-0.006272707524832283,0.30699005818247277,-0.30990837397509824,0.934,0.11039542273616913,0.10225426589898165,0.10622086427934634,0.33090721759774216,-0.11094894907676618,0.3899999999999999,0.06746881681019017,0.0810269966951111,0.07224248536419335,0.5585988518547507,-0.4249051599008167,0.742,0.04292660592597897,0.0250280093848508,0.03397837891515297,0.45334553304260833,-0.3639568117147005,0.8919999999999999,0.9759999999999999,KT
Arid1a_Safe_Tet2,Arid1a,Tet2,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.06818658594938096,0.07440658208105644,0.06742988873800072,0.3632891106049633,-0.2684073240264028,0.6499999999999999,-0.12065749974878852,-0.11500370611394362,-0.12383808865578437,0.15737924093372366,-0.43113706504268673,0.424,-0.012335660823089139,-0.011680740797015518,-0.011344516851605757,0.19318950646799876,-0.21854451391045415,0.91,0.02779959215322929,0.026379267692011186,0.033719166214572126,0.4082803015813304,-0.3081273826802258,0.8779999999999999,-0.040135252976318425,-0.038014090617838975,-0.04506368306617788,0.27316320779753217,-0.38637129255950897,0.832,0.9759999999999999,KT
Arid1a_Safe_Trp53,Arid1a,Trp53,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.1629554972260358,0.16176349525096673,0.15186274482568252,0.5025834783748272,-0.2218489557891804,0.42999999999999994,-0.10296241566401065,-0.12563540643154325,-0.11904115069666377,0.34742358453954614,-0.5675147761349667,0.618,0.005359423261688729,-0.006463106952731923,-0.006547578892485154,0.1911359449685411,-0.2018343439560488,0.97,-0.049274235038647696,-0.05033344771102074,-0.04591675191398905,0.4690035628140617,-0.5406704989567129,0.84,0.054633658300336424,0.039418118187021234,0.0393691730215039,0.6364891756985228,-0.5685135782138138,0.8919999999999999,0.9759999999999999,KT
Arid1a_Safe_Tsc2,Arid1a,Tsc2,0.10832183892569938,0.11211454077542696,0.11249357180417863,0.440162162499966,-0.22369216522596533,0.502,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.2102825685749457,-0.19955531533316365,-0.19005208383742525,0.09873169508327886,-0.47038533578699304,0.222,-0.18872966810263897,-0.19283949927658417,-0.191884651077188,0.1375099969973992,-0.5490231439497635,0.258,-0.08040782917693957,-0.07824616408866045,-0.07939107927300935,0.08270277262767292,-0.23898863184251967,0.328,0.2381965783237055,0.22786638134967233,0.22315457636859445,0.6638223933457416,-0.2585663392353751,0.32800000000000007,-0.31860440750064506,-0.30739341550212895,-0.30254565564160385,0.17221403112589578,-0.7567542348806758,0.19,0.8759999999999999,KT
Keap1_Lkb1_Safe,Keap1,Lkb1,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,0.022668972667282836,0.023167811952276206,0.021087536424844112,0.32866129701126134,-0.27530002288792765,0.9019999999999999,0.06713364441611175,0.05370331687254432,0.05786370029042034,0.3155396313856408,-0.20811648308774136,0.6559999999999999,0.10560254637897092,0.09406336727688028,0.09354395359460077,0.3311485041739,-0.14017917011592917,0.44799999999999995,0.12140247567454723,0.10397188338469465,0.1081366704739371,0.5744046443269953,-0.31857577174392426,0.6140000000000001,-0.015799929295576318,-0.014672592076348889,-0.014592716879336325,0.34508627046120044,-0.37395301552403787,0.928,0.9759999999999999,KT
Keap1_Mga_Safe,Keap1,Mga,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,-0.15763513968525603,-0.16873073334909408,-0.16446651064706252,0.1577317963239822,-0.47161062303204276,0.332,-0.0788843257893294,-0.07463519897068065,-0.08143517796553462,0.20002631042963437,-0.4143034073662033,0.608,-0.04041542382647024,-0.04312722879747136,-0.04575492466135418,0.11632003302826685,-0.2085817329878853,0.592,0.15568861782164495,0.16419557214715585,0.15439183928988875,0.504813518324421,-0.20815422275108098,0.42799999999999994,-0.19610404164811518,-0.2009743669324015,-0.20014676395124298,0.14990779370766716,-0.5432475906676498,0.246,0.8759999999999999,KT
Keap1_Rb1_Safe,Keap1,Rb1,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.15379161149528128,-0.14787062836226744,-0.14465507029693497,0.2250304041865505,-0.5063594945362856,0.446,0.012233456771293304,0.022357981137674846,0.01117087861288325,0.3361554460941767,-0.32847832506391694,0.8939999999999999,0.050702358734152464,0.04657074809406615,0.04685113191706368,0.23853938261167437,-0.11675509877858294,0.6339999999999999,0.2429628721922929,0.21974957133541442,0.2271864555181791,0.7193480959365807,-0.23912408684640324,0.3919999999999999,-0.19226051345814044,-0.16787672776699042,-0.18033532360111543,0.293079563480444,-0.7011511208508042,0.496,0.9759999999999999,KT
Keap1_Rbm10_Safe,Keap1,Rbm10,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.0551728420791762,0.04473146097615928,0.054318645931938546,0.3291520755821057,-0.1882948472856659,0.754,-0.024149081999192176,-0.009449468863350068,-0.02161269381222715,0.2671900033851866,-0.33892846856214,0.96,0.014319819963666982,0.012674979443899864,0.014067559491953284,0.16400754352093921,-0.13157559319887316,0.8660000000000001,-0.0023841201526500558,-0.012964599622560202,-0.004570833135804829,0.44086574913920373,-0.39570634503279517,0.942,0.01670394011631704,0.028372388783916125,0.018638392627758113,0.4062805905999779,-0.3981398444828532,0.8759999999999999,0.9759999999999999,KT
Keap1_Safe_Tet2,Keap1,Tet2,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.056461133376039,0.05212946204168174,0.04987125326545332,0.28639833865753245,-0.21889257543782994,0.6719999999999999,-0.06253001535929024,-0.05663548206079866,-0.06458340562833359,0.19496029431355955,-0.369119234055521,0.692,-0.024061113396431088,-0.03132507928437624,-0.028903152324153168,0.1219619553544971,-0.17082475361594301,0.678,-0.04205334480961093,-0.05614318251175367,-0.043094152285426054,0.36742680332319755,-0.398824651726035,0.82,0.017992231413179845,0.027390006229354235,0.01419099996127289,0.3478591596388742,-0.3895685126064658,0.8939999999999999,0.9759999999999999,KT
Keap1_Safe_Trp53,Keap1,Trp53,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.29153652629104787,0.29586223073261286,0.297453455883006,0.5958024916098729,0.0034825188992083926,0.04600000000000004,0.09547155036384167,0.10892457733465888,0.10336287886065787,0.43303939425016325,-0.22910963747644417,0.538,0.13394045232670082,0.13718152194728866,0.13904313216483832,0.3072232558078683,-0.014237304340758887,0.08400000000000007,-0.11912717200148792,-0.13320173990716588,-0.12273007041398723,0.3255708582528107,-0.49370251208992993,0.536,0.25306762432818874,0.2660108402079951,0.2617732025788256,0.6822343255061148,-0.18944808986763192,0.21599999999999997,0.8759999999999999,KT
Keap1_Safe_Tsc2,Keap1,Tsc2,0.03846890196285916,0.029240236342468723,0.03568025330418043,0.3534810597046078,-0.24351536343003882,0.8380000000000001,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.164066125853951,-0.14829936353653772,-0.14598456972632165,0.1163501618441957,-0.40202793451463836,0.26,-0.07266028841880404,-0.06768635206692739,-0.07100381846608622,0.21495673317192446,-0.3762430509329074,0.65,-0.03419138645594488,-0.038583313425460196,-0.035323565161905775,0.12329361050879713,-0.1842009027896915,0.634,0.16834364136086527,0.13847655644073104,0.1463412578685963,0.5595638118738493,-0.2769992613460071,0.522,-0.20253502781681015,-0.1818874691478215,-0.18166482303050208,0.22626105525851653,-0.5741396785959847,0.37,0.9668571428571429,KT
Lkb1_Mga_Safe,Lkb1,Mga,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,0.01917726322889446,0.013359523476321728,0.010330999690290683,0.4207109907310475,-0.3719576898657494,0.96,0.05346340537599217,0.05373852249866923,0.056586168506242374,0.38176291732180667,-0.24674419697846195,0.718,0.13639697908768025,0.12202353554842357,0.12904258567599902,0.39002812011323856,-0.10400377813804709,0.32200000000000006,0.20015328957047387,0.18841926034177692,0.191168003155465,0.5855051547973896,-0.1777726359311529,0.3340000000000001,-0.06375631048279362,-0.05702982380708782,-0.06212541747946598,0.363669378220374,-0.5320444166489039,0.826,0.9759999999999999,KT
Lkb1_Rb1_Safe,Lkb1,Rb1,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,0.013155205513352003,0.006377636299226386,0.008855227504410475,0.41024204043371854,-0.3706872362369449,0.976,0.13471560203109767,0.12800036572199064,0.12790501254865247,0.4623879038111671,-0.16495330357864418,0.44399999999999995,0.21764917574278575,0.19779648964726285,0.20036142971840915,0.46128212946765534,-0.07728046196839439,0.15399999999999991,0.2874275439411218,0.25396754764339347,0.2639626193837553,0.7124294092072819,-0.1700540150636467,0.238,-0.06977836819833605,-0.07112281210214716,-0.06360118966534618,0.40693360613630297,-0.49440017907358635,0.766,0.9759999999999999,KT
Lkb1_Rbm10_Safe,Lkb1,Rbm10,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.11023629844137997,0.10531292623894577,0.10754915134138836,0.33666439479025845,-0.11968373079139064,0.3720000000000001,-0.013550297385817325,-0.012556045342068192,-0.005158352268353562,0.2762467191911687,-0.2834099129089503,0.936,0.06938327632587075,0.06615498413741784,0.06729806490140311,0.22497490885461377,-0.08925181584959688,0.4079999999999999,0.042080551596178864,0.03693950363707489,0.03220533072977141,0.40057710317821166,-0.3361488477675617,0.8480000000000001,0.02730272472969189,0.04065895209799493,0.0350927341716317,0.37780619341080757,-0.3322545211955253,0.8460000000000001,0.9759999999999999,KT
Lkb1_Safe_Tet2,Lkb1,Tet2,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.16749566324798204,0.16317679328675208,0.16592750121757607,0.42981450055728854,-0.09316492223766266,0.20399999999999996,0.004039842763823867,0.020414767212828755,0.014696678458212908,0.3125503694399861,-0.2807772858151435,0.9259999999999999,0.08697341647551195,0.08082787028664734,0.08715309562796958,0.31108858191075117,-0.10271777874191716,0.43799999999999994,0.0024113269392179865,-0.013243267924295608,-0.006317988419849831,0.3203394054243788,-0.32560202178621184,0.942,0.08456208953629396,0.09317704332547042,0.0934710840478194,0.4461375733595393,-0.2594138049727638,0.5920000000000001,0.9759999999999999,KT
Lkb1_Safe_Trp53,Lkb1,Trp53,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.12337539688795371,0.11945839578430292,0.11620138312041906,0.4370811073277278,-0.2420423934544522,0.508,-0.11715425078808145,-0.1214822426101255,-0.11466535776750529,0.18587001590383387,-0.3992377432615658,0.472,-0.03422067707639337,-0.04354368304384869,-0.04220894059774862,0.13895850766281118,-0.21648794322280512,0.644,-0.074662500252659,-0.087805023290513,-0.08595390654841101,0.3280490036473214,-0.48079628611392344,0.662,0.04044182317626563,0.04080186791704894,0.04374496595066239,0.4794215100029806,-0.40509876710094955,0.8620000000000001,0.9759999999999999,KT
Lkb1_Safe_Tsc2,Lkb1,Tsc2,0.08293357371168808,0.07177374055556404,0.07245641716975666,0.3308697460401925,-0.17045570309620578,0.53,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.11153922109806585,-0.10247171072491433,-0.10015846138295896,0.1941946875818652,-0.3685522859236364,0.476,-0.06459805541174782,-0.06809867998816746,-0.06195387398829977,0.21682875777911112,-0.33645525890233985,0.654,0.01833551829994026,0.009733655459450166,0.010502543181456893,0.21624551611734508,-0.1789902870502366,0.946,0.2128083131096942,0.18433734941623736,0.18311742173417253,0.5890026325971497,-0.20716543558200698,0.3580000000000001,-0.19447279480975393,-0.1761513702277122,-0.17261487855271565,0.2270038065920369,-0.5520988659388673,0.376,0.9668571428571429,KT
Mga_Rb1_Safe,Mga,Rb1,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.15619282304110732,-0.13994973828439755,-0.141209664057305,0.18582919641192638,-0.4830824337294645,0.406,-0.06891856867045935,-0.06074443456796287,-0.0684150478290147,0.29552995244057734,-0.44468065705402454,0.788,0.04830114718832644,0.04517732907017119,0.05029653815669365,0.3330613307369565,-0.20723231694812974,0.72,0.32171368608821954,0.31195093003947394,0.310217788199707,0.7668823381300732,-0.1320560076560363,0.17999999999999994,-0.2734125388998931,-0.26723284525306723,-0.25992125004301336,0.17200124995642713,-0.6943621292342685,0.26,0.8759999999999999,KT
Mga_Rbm10_Safe,Mga,Rbm10,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.07992486582908881,0.06420878178978126,0.071355104135628,0.34063333355618236,-0.16010401680005562,0.6399999999999999,-0.0781478721452062,-0.09181321467080608,-0.08760756829006561,0.2715722726133395,-0.4272577459028782,0.62,0.03907184371357959,0.02926871966368596,0.03110401769564274,0.18038870886423547,-0.11859314747456888,0.72,0.07636669374327658,0.0896754815161597,0.0784604995457231,0.48646871627776606,-0.3352600277789259,0.728,-0.037294850029696985,-0.049586303104799646,-0.04735648185008036,0.40763340694422323,-0.47042744178618484,0.84,0.9759999999999999,KT
